Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0007626,locomotory behavior,19_GO:0032501 multicellular organismal process,-4.9,2.7,5.2,30284,207,1307,24,1.8,0.37,135|320|321|1497|1742|1949|2788|3766|4669|4864|5532|7111|7345|7846|8322|8704|22911|27429|28964|51324|60314|79641|84152|124925,ADORA2A|APBA1|APBA2|CTNS|DLG4|EFNB3|GNG7|KCNJ10|NAGLU|NPC1|PPP3CB|TMOD1|UCHL1|TUBA1A|FZD4|B4GALT2|WDR47|HTRA2|GIT1|SPG21|MYG1|ROGDI|PPP1R1B|SEZ6,-3.2,Var1
GO Biological Processes,19,GO:0031669,cellular response to nutrient levels,19_GO:0050896 response to stimulus,-4.9,2.5,5.1,30284,249,1307,27,2.1,0.39,123|2242|2629|3276|3428|3625|4780|5166|5583|6009|6422|6715|6720|7157|7351|7391|7532|7942|10298|10325|10524|10533|10634|10730|55062|83667|643246,PLIN2|FES|GBA1|PRMT1|IFI16|INHBB|NFE2L2|PDK4|PRKCH|RHEB|SFRP1|SRD5A1|SREBF1|TP53|UCP2|USF1|YWHAG|TFEB|PAK4|RRAGB|KAT5|ATG7|GAS2L1|YME1L1|WIPI1|SESN2|MAP1LC3B2,-3.2,Var1
GO Biological Processes,19,GO:0003179,heart valve morphogenesis,19_GO:0032502 developmental process,-4.9,4.5,5.8,30284,62,1307,12,0.92,0.26,4091|4208|4669|4846|4851|4853|5925|6659|7048|7075|54567|56999,SMAD6|MEF2C|NAGLU|NOS3|NOTCH1|NOTCH2|RB1|SOX4|TGFBR2|TIE1|DLL4|ADAMTS9,-3.2,Var1
GO Biological Processes,19,GO:0046879,hormone secretion,19_GO:0051179 localization,-4.9,3.7,5.6,30284,94,1307,15,1.1,0.29,818|1906|2281|5127|5864|5936|6720|6804|6814|6926|8322|8773|11069|26056|55512,CAMK2G|EDN1|FKBP1B|CDK16|RAB3A|RBM4|SREBF1|STX1A|STXBP3|TBX3|FZD4|SNAP23|RAPGEF4|RAB11FIP5|SMPD3,-3.2,Var1
GO Biological Processes,19,GO:0009259,ribonucleotide metabolic process,19_GO:0009987 cellular process,-4.9,2.3,5,30284,308,1307,31,2.4,0.42,107|271|498|509|514|669|978|1497|1969|2026|3099|3704|4714|4715|4720|4725|4830|5138|5224|6392|7351|9414|9551|9605|11164|23433|27233|50808|51079|51292|54539,ADCY1|AMPD2|ATP5F1A|ATP5F1C|ATP5F1E|BPGM|CDA|CTNS|EPHA2|ENO2|HK2|ITPA|NDUFB8|NDUFB9|NDUFS2|NDUFS5|NME1|PDE2A|PGAM2|SDHD|UCP2|TJP2|ATP5MF|VPS9D1|NUDT5|RHOQ|SULT1C4|AK3|NDUFA13|GMPR2|NDUFB11,-3.2,Var1
GO Cellular Components,20,GO:0030136,clathrin-coated vesicle,,-4.9,2.6,5.1,30284,222,1307,25,1.9,0.38,533|534|1174|1906|1956|2535|4646|5864|7037|8322|9296|9362|9892|10188|23677|25977|28988|51324|55062|55707|64601|83988|85439|92840|112574,ATP6V0B|ATP6V1G2|AP1S1|EDN1|EGFR|FZD2|MYO6|RAB3A|TFRC|FZD4|ATP6V1F|CPNE6|SNAP91|TNK2|SH3BP4|NECAP1|DBNL|SPG21|WIPI1|NECAP2|VPS16|NCALD|STON2|REEP6|SNX18,-3.2,Var1
GO Biological Processes,19,GO:0072010,glomerular epithelium development,19_GO:0032502 developmental process,-4.9,6.9,6.5,30284,27,1307,8,0.61,0.22,271|947|1906|1910|4853|8826|10409|28999,AMPD2|CD34|EDN1|EDNRB|NOTCH2|IQGAP1|BASP1|KLF15,-3.2,Var1
GO Biological Processes,19,GO:0021987,cerebral cortex development,19_GO:0032502 developmental process,-4.9,3.2,5.4,30284,130,1307,18,1.4,0.32,1020|1956|2018|5802|6715|6867|7101|7280|7846|8941|22911|23028|26047|55122|57142|81565|89927|347733,CDK5|EGFR|EMX2|PTPRS|SRD5A1|TACC1|NR2E1|TUBB2A|TUBA1A|CDK5R2|WDR47|KDM1A|CNTNAP2|AKIRIN2|RTN4|NDEL1|BMERB1|TUBB2B,-3.2,Var1
GO Biological Processes,19,GO:0098773,skin epidermis development,19_GO:0032502 developmental process,-4.9,3.3,5.4,30284,118,1307,17,1.3,0.31,91|1956|2263|2629|3516|3911|3925|4669|4851|8861|9079|9314|11166|28514|51599|54345|94234,ACVR1B|EGFR|FGFR2|GBA1|RBPJ|LAMA5|STMN1|NAGLU|NOTCH1|LDB1|LDB2|KLF4|SOX21|DLL1|LSR|SOX18|FOXQ1,-3.2,Var1
GO Cellular Components,20,GO:0016323,basolateral plasma membrane,,-4.9,2.4,5,30284,265,1307,28,2.1,0.4,1317|1956|2064|2683|3766|4739|5028|5155|5745|5871|6522|6533|6563|6814|7010|7037|7082|7779|8826|8884|9120|11309|23516|27347|28231|29015|55914|84876,SLC31A1|EGFR|ERBB2|B4GALT1|KCNJ10|NEDD9|P2RY1|PDGFB|PTH1R|MAP4K2|SLC4A2|SLC6A6|SLC14A1|STXBP3|TEK|TFRC|TJP1|SLC30A1|IQGAP1|SLC5A6|SLC16A6|SLCO2B1|SLC39A14|STK39|SLCO4A1|SLC43A3|ERBIN|ORAI1,-3.2,Var1
GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0048518 positive regulation of biological process,-4.9,2,4.8,30284,464,1307,41,3.1,0.48,153|939|1436|1464|1906|1956|2056|2064|2246|2260|2263|2852|3265|3276|3791|4208|4294|4296|4851|4853|5028|5155|5156|5478|5606|5871|6688|7010|7476|8826|9770|10961|23328|25865|27347|28956|57007|57161|57608|146850|768211,ADRB1|CD27|CSF1R|CSPG4|EDN1|EGFR|EPO|ERBB2|FGF1|FGFR1|FGFR2|GPER1|HRAS|PRMT1|KDR|MEF2C|MAP3K10|MAP3K11|NOTCH1|NOTCH2|P2RY1|PDGFB|PDGFRA|PPIA|MAP2K3|MAP4K2|SPI1|TEK|WNT7A|IQGAP1|RASSF2|ERP29|SASH1|PRKD2|STK39|LAMTOR2|ACKR3|PELI2|JCAD|PIK3R6|RELL1,-3.2,Var1
GO Molecular Functions,21,GO:0005246,calcium channel regulator activity,,-4.9,4.8,5.9,30284,53,1307,11,0.84,0.25,784|2281|2669|2913|6446|6786|6804|7137|7779|29763|51440,CACNB3|FKBP1B|GEM|GRM3|SGK1|STIM1|STX1A|TNNI3|SLC30A1|PACSIN3|HPCAL4,-3.2,Var1
GO Cellular Components,20,GO:0098562,cytoplasmic side of membrane,,-4.9,2.7,5.1,30284,209,1307,24,1.8,0.37,1917|2242|2669|2781|2782|2785|2786|2788|5127|5996|7297|8826|9093|10672|27131|27429|54331|55970|56052|57488|81890|112574|199857|342667,EEF1A2|FES|GEM|GNAZ|GNB1|GNG3|GNG4|GNG7|CDK16|RGS1|TYK2|IQGAP1|DNAJA3|GNA13|SNX5|HTRA2|GNG2|GNG12|ALG1|ESYT2|QTRT1|SNX18|ALG14|STAC2,-3.2,Var1
GO Biological Processes,19,GO:0050878,regulation of body fluid levels,19_GO:0065007 biological regulation,-4.9,2.2,4.9,30284,370,1307,35,2.7,0.45,135|285|595|954|1497|1906|1910|1956|2013|2313|2355|3099|3998|4780|4830|4846|4939|5028|5155|5156|5265|5359|5478|6777|6814|7391|10461|10672|23452|27347|50808|51043|57493|81542|196527,ADORA2A|ANGPT2|CCND1|ENTPD2|CTNS|EDN1|EDNRB|EGFR|EMP2|FLI1|FOSL2|HK2|LMAN1|NFE2L2|NME1|NOS3|OAS2|P2RY1|PDGFB|PDGFRA|SERPINA1|PLSCR1|PPIA|STAT5B|STXBP3|USF1|MERTK|GNA13|ANGPTL2|STK39|AK3|ZBTB7B|HEG1|TMX1|ANO6,-3.2,Var1
GO Biological Processes,19,GO:0035050,embryonic heart tube development,19_GO:0032502 developmental process,-4.9,3.9,5.6,30284,84,1307,14,1.1,0.28,1906|3280|4088|4208|4851|4853|6926|7048|10413|28514|54345|64321|128344|388389,EDN1|HES1|SMAD3|MEF2C|NOTCH1|NOTCH2|TBX3|TGFBR2|YAP1|DLL1|SOX18|SOX17|CIMAP3|DNAAF19,-3.2,Var1
GO Biological Processes,19,GO:2000736,regulation of stem cell differentiation,19_GO:0032502 developmental process,-4.9,3.9,5.6,30284,84,1307,14,1.1,0.28,1107|3280|4780|4851|5156|6926|7048|8321|9219|10413|10524|54815|55818|64321,CHD3|HES1|NFE2L2|NOTCH1|PDGFRA|TBX3|TGFBR2|FZD1|MTA2|YAP1|KAT5|GATAD2A|KDM3A|SOX17,-3.2,Var1
GO Biological Processes,19,GO:0002040,sprouting angiogenesis,19_GO:0032502 developmental process,-4.9,4.4,5.8,30284,63,1307,12,0.92,0.26,94|1969|2050|3791|4851|7010|8503|28514|51176|57142|79812|441478,ACVRL1|EPHA2|EPHB4|KDR|NOTCH1|TEK|PIK3R3|DLL1|LEF1|RTN4|MMRN2|NRARP,-3.2,Var1
GO Biological Processes,19,GO:0051223,regulation of protein transport,19_GO:0051179 localization,-4.9,2.1,4.8,30284,449,1307,40,3.1,0.48,135|322|1020|1374|1956|2281|2781|2852|3625|4088|4345|4756|5127|5478|5532|5905|5910|6422|6659|6720|6804|6860|7351|7514|8536|9531|10312|10961|11060|11069|26056|29934|51092|54972|55638|64215|64285|79651|81565|84876,ADORA2A|APBB1|CDK5|CPT1A|EGFR|FKBP1B|GNAZ|GPER1|INHBB|SMAD3|CD200|NEO1|CDK16|PPIA|PPP3CB|RANGAP1|RAP1GDS1|SFRP1|SOX4|SREBF1|STX1A|SYT4|UCP2|XPO1|CAMK1|BAG3|TCIRG1|ERP29|WWP2|RAPGEF4|RAB11FIP5|SNX12|SIDT2|TMEM132A|SYBU|DNAJC1|RHBDF1|RHBDF2|NDEL1|ORAI1,-3.2,Var1
GO Biological Processes,19,GO:0010977,negative regulation of neuron projection development,19_GO:0032502 developmental process,-4.9,3.2,5.3,30284,131,1307,18,1.4,0.32,1020|1400|1716|1809|1949|3280|4756|5802|9423|11075|23111|23189|25791|56920|57142|112755|146760|374946,CDK5|CRMP1|DGUOK|DPYSL3|EFNB3|HES1|NEO1|PTPRS|NTN1|STMN2|SPART|KANK1|NGEF|SEMA3G|RTN4|STX1B|RTN4RL1|DRAXIN,-3.2,Var1
GO Biological Processes,19,GO:0042551,neuron maturation,19_GO:0032502 developmental process,-4.9,5.3,6,30284,44,1307,10,0.77,0.24,718|2624|5925|8578|9334|23028|26047|27289|51324|51412,C3|GATA2|RB1|SCARF1|B4GALT5|KDM1A|CNTNAP2|RND1|SPG21|ACTL6B,-3.2,Var1
GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-4.8,1.9,4.7,30284,564,1307,47,3.6,0.52,135|384|604|708|865|1050|1051|1997|2064|2624|2840|2852|2874|3162|3428|3566|3635|4092|4345|4940|5532|5692|5802|6422|6522|6688|7105|8780|8815|9093|10461|10769|11240|11277|11314|25793|25939|28514|51043|55914|63976|64115|79148|79651|84885|221395|441478,ADORA2A|ARG2|BCL6|C1QBP|CBFB|CEBPA|CEBPB|ELF1|ERBB2|GATA2|GPR17|GPER1|GPS2|HMOX1|IFI16|IL4R|INPP5D|SMAD7|CD200|OAS3|PPP3CB|PSMB4|PTPRS|SFRP1|SLC4A2|SPI1|TSPAN6|RIOK3|BANF1|DNAJA3|MERTK|PLK2|PADI2|TREX1|CD300A|FBXO7|SAMHD1|DLL1|ZBTB7B|ERBIN|PRDM16|VSIR|MMP28|RHBDF2|ZDHHC12|ADGRF5|NRARP,-3.2,Var1
GO Molecular Functions,21,GO:0140678,molecular function inhibitor activity,,-4.8,1.9,4.7,30284,564,1307,47,3.6,0.52,12|344|708|718|831|1032|2281|2781|2874|4091|4092|4851|5265|5525|5583|5973|6242|6447|6804|7137|7532|7779|8577|8655|8826|9467|10188|10614|10653|27122|27429|29763|51176|54997|55859|65057|81542|81611|81706|81848|84152|84707|84988|85450|93974|286204|100134934,SERPINA3|APOC2|C1QBP|C3|CAST|CDKN2D|FKBP1B|GNAZ|GPS2|SMAD6|SMAD7|NOTCH1|SERPINA1|PPP2R5A|PRKCH|RENBP|RTKN|SCG5|STX1A|TNNI3|YWHAG|SLC30A1|TMEFF1|DYNLL1|IQGAP1|SH3BP5|TNK2|HEXIM1|SPINT2|DKK3|HTRA2|PACSIN3|LEF1|TESC|BEX1|ACD|TMX1|ANP32E|PPP1R14C|SPRY4|PPP1R1B|BEX2|PPP1R16A|ITPRIP|ATP5IF1|CRB2|TEN1,-3.2,Var1
GO Biological Processes,19,GO:0010959,regulation of metal ion transport,19_GO:0051179 localization,-4.8,2.1,4.8,30284,403,1307,37,2.8,0.46,88|135|784|808|816|818|2056|2281|2852|3208|3280|3754|3779|4846|5155|5354|5371|5532|6781|6786|7351|7779|9454|11060|11151|27347|29763|54997|79026|79570|81542|84502|84876|150094|154215|196527|342667,ACTN2|ADORA2A|CACNB3|CALM3|CAMK2B|CAMK2G|EPO|FKBP1B|GPER1|HPCA|HES1|KCNF1|KCNMB1|NOS3|PDGFB|PLP1|PML|PPP3CB|STC1|STIM1|UCP2|SLC30A1|HOMER3|WWP2|CORO1A|STK39|PACSIN3|TESC|AHNAK|NKAIN1|TMX1|JPH4|ORAI1|SIK1|NKAIN2|ANO6|STAC2,-3.1,Var1
GO Biological Processes,19,GO:0071772,response to BMP,19_GO:0050896 response to stimulus,-4.8,3.6,5.5,30284,96,1307,15,1.1,0.29,91|94|655|658|3280|4091|4774|4853|6422|7048|10653|23111|27250|51176|55512,ACVR1B|ACVRL1|BMP7|BMPR1B|HES1|SMAD6|NFIA|NOTCH2|SFRP1|TGFBR2|SPINT2|SPART|PDCD4|LEF1|SMPD3,-3.1,Var1
GO Biological Processes,19,GO:0071773,cellular response to BMP stimulus,19_GO:0050896 response to stimulus,-4.8,3.6,5.5,30284,96,1307,15,1.1,0.29,91|94|655|658|3280|4091|4774|4853|6422|7048|10653|23111|27250|51176|55512,ACVR1B|ACVRL1|BMP7|BMPR1B|HES1|SMAD6|NFIA|NOTCH2|SFRP1|TGFBR2|SPINT2|SPART|PDCD4|LEF1|SMPD3,-3.1,Var1
GO Biological Processes,19,GO:1903829,positive regulation of protein localization,19_GO:0051179 localization,-4.8,2,4.8,30284,499,1307,43,3.3,0.49,135|322|391|1020|1906|1956|1969|2037|2064|2852|3208|3265|3689|3985|4088|4137|4739|5371|5478|5532|5583|6659|7016|7037|7297|7476|8536|9531|10055|10413|10574|11069|11079|25937|27429|54972|55638|57142|59353|83667|84662|84876|342667,ADORA2A|APBB1|RHOG|CDK5|EDN1|EGFR|EPHA2|EPB41L2|ERBB2|GPER1|HPCA|HRAS|ITGB2|LIMK2|SMAD3|MAPT|NEDD9|PML|PPIA|PPP3CB|PRKCH|SOX4|TESK1|TFRC|TYK2|WNT7A|CAMK1|BAG3|SAE1|YAP1|CCT7|RAPGEF4|RER1|WWTR1|HTRA2|TMEM132A|SYBU|RTN4|TMEM35A|SESN2|GLIS2|ORAI1|STAC2,-3.1,Var1
GO Biological Processes,19,GO:0030323,respiratory tube development,19_GO:0032502 developmental process,-4.8,2.7,5.1,30284,197,1307,23,1.8,0.36,1050|1956|2246|2260|2263|2355|3280|3516|3791|3911|4846|4851|5156|5864|6720|7048|7289|9394|9719|10413|55512|57493|83931,CEBPA|EGFR|FGF1|FGFR1|FGFR2|FOSL2|HES1|RBPJ|KDR|LAMA5|NOS3|NOTCH1|PDGFRA|RAB3A|SREBF1|TGFBR2|TULP3|HS6ST1|ADAMTSL2|YAP1|SMPD3|HEG1|STK40,-3.1,Var1
GO Biological Processes,19,GO:0051924,regulation of calcium ion transport,19_GO:0051179 localization,-4.8,2.5,5,30284,253,1307,27,2.1,0.39,135|784|808|816|818|2056|2281|2852|3208|3280|4846|5155|5354|5371|5532|6781|6786|7351|7779|9454|11151|29763|79026|81542|84502|84876|342667,ADORA2A|CACNB3|CALM3|CAMK2B|CAMK2G|EPO|FKBP1B|GPER1|HPCA|HES1|NOS3|PDGFB|PLP1|PML|PPP3CB|STC1|STIM1|UCP2|SLC30A1|HOMER3|CORO1A|PACSIN3|AHNAK|TMX1|JPH4|ORAI1|STAC2,-3.1,Var1
GO Biological Processes,19,GO:0006790,sulfur compound metabolic process,19_GO:0009987 cellular process,-4.8,2.3,4.9,30284,327,1307,32,2.4,0.43,191|1497|1743|1910|2639|2937|2941|2947|4669|6448|6777|8801|8884|9394|9469|10327|10678|11332|22901|23463|27233|51144|51703|54928|58472|64087|64132|83539|84532|113189|222537|100131187,AHCY|CTNS|DLST|EDNRB|GCDH|GSS|GSTA4|GSTM3|NAGLU|SGSH|STAT5B|SUCLG2|SLC5A6|HS6ST1|CHST3|AKR1A1|B3GNT2|ACOT7|ARSG|ICMT|SULT1C4|HSD17B12|ACSL5|BPNT2|SQOR|MCCC2|XYLT2|CHST9|ACSS1|CHST14|HS3ST5|TSTD1,-3.1,Var1
GO Cellular Components,20,GO:0031965,nuclear membrane,,-4.8,2.3,4.9,30284,312,1307,31,2.4,0.42,595|666|1910|1956|3691|4088|4646|5371|5905|6804|7514|7779|9551|9688|10204|11322|23588|26092|51649|51750|55914|57462|64215|85450|92140|113278|123920|128637|151188|169714|201161,CCND1|BOK|EDNRB|EGFR|ITGB4|SMAD3|MYO6|PML|RANGAP1|STX1A|XPO1|SLC30A1|ATP5MF|NUP93|NUTF2|TMC6|KLHDC2|TOR1AIP1|MRPS23|RTEL1|ERBIN|MYORG|DNAJC1|ITPRIP|MTDH|SLC52A3|CMTM3|TBC1D20|ARL6IP6|QSOX2|CENPV,-3.1,Var1
GO Biological Processes,19,GO:0021549,cerebellum development,19_GO:0032502 developmental process,-4.8,3.4,5.4,30284,108,1307,16,1.2,0.3,1020|2629|4669|4761|5802|7157|7476|7846|8322|8704|8861|8941|25861|28514|124925|388610,CDK5|GBA1|NAGLU|NEUROD2|PTPRS|TP53|WNT7A|TUBA1A|FZD4|B4GALT2|LDB1|CDK5R2|WHRN|DLL1|SEZ6|TRNP1,-3.1,Var1
GO Biological Processes,19,GO:0031589,cell-substrate adhesion,19_GO:0009987 cellular process,-4.8,2.8,5.1,30284,184,1307,22,1.7,0.36,88|604|947|1020|2013|3689|3691|3693|3897|3911|4091|5829|7010|8322|8751|10461|11151|22801|29780|54749|55901|56999,ACTN2|BCL6|CD34|CDK5|EMP2|ITGB2|ITGB4|ITGB5|L1CAM|LAMA5|SMAD6|PXN|TEK|FZD4|ADAM15|MERTK|CORO1A|ITGA11|PARVB|EPDR1|THSD1|ADAMTS9,-3.1,Var1
GO Cellular Components,20,GO:0030139,endocytic vesicle,,-4.8,2.2,4.9,30284,358,1307,34,2.6,0.44,311|533|816|818|1742|1956|2535|3693|3732|4646|4846|6814|6890|7037|7476|8322|8578|8773|9362|9367|9605|10312|10981|11151|26056|27333|30844|30845|53917|54453|55198|85439|112936|115677,ANXA11|ATP6V0B|CAMK2B|CAMK2G|DLG4|EGFR|FZD2|ITGB5|CD82|MYO6|NOS3|STXBP3|TAP1|TFRC|WNT7A|FZD4|SCARF1|SNAP23|CPNE6|RAB9A|VPS9D1|TCIRG1|RAB32|CORO1A|RAB11FIP5|GOLIM4|EHD4|EHD3|RAB24|RIN2|APPL2|STON2|VPS26B|NOSTRIN,-3.1,Var1
GO Biological Processes,19,GO:0043524,negative regulation of neuron apoptotic process,19_GO:0048519 negative regulation of biological process,-4.8,2.8,5.1,30284,171,1307,21,1.6,0.35,135|595|666|1051|2629|2632|3265|3339|3791|4208|4435|5582|7351|8321|11151|23129|25793|27429|219699|340371|374946,ADORA2A|CCND1|BOK|CEBPB|GBA1|GBE1|HRAS|HSPG2|KDR|MEF2C|CITED1|PRKCG|UCP2|FZD1|CORO1A|PLXND1|FBXO7|HTRA2|UNC5B|NRBP2|DRAXIN,-3.1,Var1
GO Cellular Components,20,GO:0008180,COP9 signalosome,,-4.8,5.8,6.1,30284,36,1307,9,0.69,0.23,498|2037|7111|8655|10409|10750|10980|50813|51517,ATP5F1A|EPB41L2|TMOD1|DYNLL1|BASP1|GRAP|COPS6|COPS7A|NCKIPSD,-3.1,Var1
GO Biological Processes,19,GO:0071695,anatomical structure maturation,19_GO:0032502 developmental process,-4.8,2.5,5,30284,240,1307,26,2,0.39,94|718|865|1050|1906|2056|2260|2624|2629|3280|3516|3791|4066|5364|5745|5925|8578|8941|9334|23028|26047|27289|51324|51412|54345|116151,ACVRL1|C3|CBFB|CEBPA|EDN1|EPO|FGFR1|GATA2|GBA1|HES1|RBPJ|KDR|LYL1|PLXNB1|PTH1R|RB1|SCARF1|CDK5R2|B4GALT5|KDM1A|CNTNAP2|RND1|SPG21|ACTL6B|SOX18|FAM210B,-3.1,Var1
GO Biological Processes,19,GO:0032535,regulation of cellular component size,19_GO:0065007 biological regulation,-4.8,2.2,4.8,30284,359,1307,34,2.6,0.44,88|394|822|1020|1906|1982|2039|3897|4131|4137|5802|6560|6709|7111|7476|9168|9423|10458|11013|11151|23028|23111|23189|27347|51466|55604|56920|57142|57698|57704|81553|118813|196527|374946,ACTN2|ARHGAP5|CAPG|CDK5|EDN1|EIF4G2|DMTN|L1CAM|MAP1B|MAPT|PTPRS|SLC12A4|SPTAN1|TMOD1|WNT7A|TMSB10|NTN1|BAIAP2|TMSB15A|CORO1A|KDM1A|SPART|KANK1|STK39|EVL|CARMIL1|SEMA3G|RTN4|SHTN1|GBA2|CYRIA|ZFYVE27|ANO6|DRAXIN,-3.1,Var1
GO Cellular Components,20,GO:0001726,ruffle,,-4.8,2.8,5.1,30284,185,1307,22,1.7,0.36,822|1464|1956|1969|2064|4646|4650|4830|5662|8826|10458|23022|23189|26084|27131|28988|54997|55198|57608|64411|81848|143903,CAPG|CSPG4|EGFR|EPHA2|ERBB2|MYO6|MYO9B|NME1|PSD|IQGAP1|BAIAP2|PALLD|KANK1|ARHGEF26|SNX5|DBNL|TESC|APPL2|JCAD|ARAP3|SPRY4|LAYN,-3.1,Var1
GO Biological Processes,19,GO:0006351,DNA-templated transcription,19_GO:0009987 cellular process,-4.8,1.9,4.7,30284,551,1307,46,3.5,0.51,328|604|865|1050|1051|1906|2113|2624|2962|4150|4291|4782|4851|5436|5925|6256|6257|6598|6619|6688|6720|6777|6827|6878|6919|6926|7157|8861|8939|9314|10114|10360|10379|10522|11060|11189|11240|27316|51043|51176|58490|60313|84152|84275|84365|400569,APEX1|BCL6|CBFB|CEBPA|CEBPB|EDN1|ETS1|GATA2|GTF2F1|MAZ|MLF1|NFIC|NOTCH1|POLR2G|RB1|RXRA|RXRB|SMARCB1|SNAPC3|SPI1|SREBF1|STAT5B|SUPT4H1|TAF6|TCEA2|TBX3|TP53|LDB1|FUBP3|KLF4|HIPK3|NPM3|IRF9|DEAF1|WWP2|CELF3|PADI2|RBMX|ZBTB7B|LEF1|RPRD1B|GPBP1L1|PPP1R1B|SLC25A33|NIFK|MED11,-3.1,Var1
GO Biological Processes,19,GO:0019725,cellular homeostasis,19_GO:0042592 homeostatic process,-4.7,1.8,4.6,30284,703,1307,55,4.2,0.56,48|328|478|533|534|666|1317|1906|2039|2281|2852|3099|3162|4088|4669|4682|4753|4756|4780|4846|5028|5371|5745|5910|5936|6508|6522|6560|6659|6781|6786|6814|7037|7137|7351|7391|7779|9296|9531|10312|10524|11322|23516|26056|27347|28964|28999|30001|57104|57142|57419|84282|94107|122416|196527,ACO1|APEX1|ATP1A3|ATP6V0B|ATP6V1G2|BOK|SLC31A1|EDN1|DMTN|FKBP1B|GPER1|HK2|HMOX1|SMAD3|NAGLU|NUBP1|NELL2|NEO1|NFE2L2|NOS3|P2RY1|PML|PTH1R|RAP1GDS1|RBM4|SLC4A3|SLC4A2|SLC12A4|SOX4|STC1|STIM1|STXBP3|TFRC|TNNI3|UCP2|USF1|SLC30A1|ATP6V1F|BAG3|TCIRG1|KAT5|TMC6|SLC39A14|RAB11FIP5|STK39|GIT1|KLF15|ERO1A|PNPLA2|RTN4|SLC24A3|RNF135|TMEM203|ANKRD9|ANO6,-3.1,Var1
GO Biological Processes,19,GO:0043405,regulation of MAP kinase activity,19_GO:0050789 regulation of biological process,-4.7,3.4,5.3,30284,109,1307,16,1.2,0.3,1906|2064|2246|2260|3265|4294|4296|5155|5871|7345|10114|10961|11314|23328|27250|146850,EDN1|ERBB2|FGF1|FGFR1|HRAS|MAP3K10|MAP3K11|PDGFB|MAP4K2|UCHL1|HIPK3|ERP29|CD300A|SASH1|PDCD4|PIK3R6,-3.1,Var1
GO Biological Processes,19,GO:0043087,regulation of GTPase activity,19_GO:0065007 biological regulation,-4.7,2.8,5.1,30284,172,1307,21,1.6,0.35,391|1969|3265|3925|5364|5365|5905|5996|6001|6422|10276|10928|10982|23677|25791|26086|54922|81565|85360|112574|128637,RHOG|EPHA2|HRAS|STMN1|PLXNB1|PLXNB3|RANGAP1|RGS1|RGS10|SFRP1|NET1|RALBP1|MAPRE2|SH3BP4|NGEF|GPSM1|RASIP1|NDEL1|SYDE1|SNX18|TBC1D20,-3.1,Var1
GO Biological Processes,19,GO:0099643,signal release from synapse,19_GO:0051179 localization,-4.7,3.8,5.5,30284,86,1307,14,1.1,0.28,41|1020|3764|5864|6804|6814|6860|6861|7476|8773|9342|84446|112476|112755,ASIC1|CDK5|KCNJ8|RAB3A|STX1A|STXBP3|SYT4|SYT5|WNT7A|SNAP23|SNAP29|BRSK1|PRRT2|STX1B,-3.1,Var1
GO Biological Processes,19,GO:0007269,neurotransmitter secretion,19_GO:0051179 localization,-4.7,3.8,5.5,30284,86,1307,14,1.1,0.28,41|1020|3764|5864|6804|6814|6860|6861|7476|8773|9342|84446|112476|112755,ASIC1|CDK5|KCNJ8|RAB3A|STX1A|STXBP3|SYT4|SYT5|WNT7A|SNAP23|SNAP29|BRSK1|PRRT2|STX1B,-3.1,Var1
GO Biological Processes,19,GO:0010498,proteasomal protein catabolic process,19_GO:0009987 cellular process,-4.7,2,4.7,30284,454,1307,40,3.1,0.48,2629|4669|4780|5371|5689|5692|5693|5694|5695|5702|5709|5710|5719|6907|7345|8507|9903|10193|10524|11060|22836|23190|23194|23321|23588|25793|25937|29978|54431|55122|56929|79089|80176|84937|90850|93611|116138|116988|122416|253980,GBA1|NAGLU|NFE2L2|PML|PSMB1|PSMB4|PSMB5|PSMB6|PSMB7|PSMC3|PSMD3|PSMD4|PSMD13|TBL1X|UCHL1|ENC1|KLHL21|RNF41|KAT5|WWP2|RHOBTB3|UBXN4|FBXL7|TRIM2|KLHDC2|FBXO7|WWTR1|UBQLN2|DNAJC10|AKIRIN2|FEM1C|TMUB2|SPSB1|ZNRF1|ZNF598|FBXO44|KLHDC3|AGAP3|ANKRD9|KCTD13,-3.1,Var1
GO Biological Processes,19,GO:0030902,hindbrain development,19_GO:0032502 developmental process,-4.7,2.9,5.1,30284,159,1307,20,1.5,0.34,655|1020|2624|2629|3280|4669|4761|5802|7157|7476|7846|8322|8704|8861|8941|25861|28514|51176|124925|388610,BMP7|CDK5|GATA2|GBA1|HES1|NAGLU|NEUROD2|PTPRS|TP53|WNT7A|TUBA1A|FZD4|B4GALT2|LDB1|CDK5R2|WHRN|DLL1|LEF1|SEZ6|TRNP1,-3.1,Var1
