_MEMBER_Var1,_LogP_Var1,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-10.044022226240939,GO:0008285,M1,1,0,GO Biological Processes,19,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-10.044022226240939,2.215052956263564,7.373255436156504,30284,795,1307,76,5.814843152257077,0.6473250912698905,94|135|384|498|604|655|658|1032|1050|1051|1436|2064|2113|2170|2263|2624|2683|2852|2919|3162|3265|3280|3339|3430|3437|3516|3635|3636|4088|4091|4092|4208|4303|4345|4830|4846|4851|5364|5371|5745|5925|6422|6522|6598|6659|6772|6878|6926|7101|7157|9093|9255|9314|9537|10193|10653|10672|11314|22846|23641|23677|26277|27250|28514|51043|51147|54567|54997|55198|55544|55679|57007|64115|79812|93974|138151,ACVRL1|ADORA2A|ARG2|ATP5F1A|BCL6|BMP7|BMPR1B|CDKN2D|CEBPA|CEBPB|CSF1R|ERBB2|ETS1|FABP3|FGFR2|GATA2|B4GALT1|GPER1|CXCL1|HMOX1|HRAS|HES1|HSPG2|IFI35|IFIT3|RBPJ|INPP5D|INPPL1|SMAD3|SMAD6|SMAD7|MEF2C|FOXO4|CD200|NME1|NOS3|NOTCH1|PLXNB1|PML|PTH1R|RB1|SFRP1|SLC4A2|SMARCB1|SOX4|STAT1|TAF6|TBX3|NR2E1|TP53|DNAJA3|AIMP1|KLF4|TP53I11|RNF41|SPINT2|GNA13|CD300A|VASH1|LDOC1|SH3BP4|TINF2|PDCD4|DLL1|ZBTB7B|ING4|DLL4|TESC|APPL2|RBM38|LIMS2|ACKR3|VSIR|MMRN2|ATP5IF1|NACC2,-7.63420840365627,0,33,1,1,-10.044022226240939,2.215052956263564,
1,-9.948018683200324,GO:0030036,M1,1,0,GO Biological Processes,19,actin cytoskeleton organization,19_GO:0009987 cellular process,-9.948018683200324,2.5037849169448254,7.53072344366917,30284,546,1307,59,4.514154552410099,0.5742750087773024,88|391|604|822|1020|1627|1809|2013|2037|2039|2919|3636|3693|3706|3985|4646|4739|5156|5881|5910|6242|6709|7016|7082|7111|8826|8936|9168|9322|9362|9754|10095|10458|10634|11013|11151|23022|23189|23433|27289|28988|29114|29780|50848|51225|51466|55114|55604|57381|57698|84193|84952|85360|91010|92521|201191|221061|253980|644150,ACTN2|RHOG|BCL6|CAPG|CDK5|DBN1|DPYSL3|EMP2|EPB41L2|DMTN|CXCL1|INPPL1|ITGB5|ITPKA|LIMK2|MYO6|NEDD9|PDGFRA|RAC3|RAP1GDS1|RTKN|SPTAN1|TESK1|TJP1|TMOD1|IQGAP1|WASF1|TMSB10|TRIP10|CPNE6|STARD8|ARPC1B|BAIAP2|GAS2L1|TMSB15A|CORO1A|PALLD|KANK1|RHOQ|RND1|DBNL|TAGLN3|PARVB|F11R|ABI3|EVL|ARHGAP17|CARMIL1|RHOJ|SHTN1|SETD3|CGNL1|SYDE1|FMNL3|SPECC1|SAMD14|FAM171A1|KCTD13|WIPF3,-7.548305187519982,0,34,1,1,-9.948018683200324,3.5954409941165606,
1,-9.589258916260073,GO:0030029,M1,1,0,GO Biological Processes,19,actin filament-based process,19_GO:0009987 cellular process,-9.589258916260073,2.3697224733950057,7.294395954346562,30284,616,1307,63,4.8201989288446825,0.5924709808723526,88|391|604|822|1020|1627|1809|2013|2037|2039|2919|3636|3693|3706|3764|3985|4646|4650|4739|5156|5881|5910|6242|6709|7016|7082|7111|8826|8936|9168|9322|9362|9754|10095|10458|10634|11013|11151|23022|23189|23433|27289|28988|29114|29780|50848|51225|51466|54749|54874|55114|55604|57381|57698|84193|84952|85360|91010|92521|201191|221061|253980|644150,ACTN2|RHOG|BCL6|CAPG|CDK5|DBN1|DPYSL3|EMP2|EPB41L2|DMTN|CXCL1|INPPL1|ITGB5|ITPKA|KCNJ8|LIMK2|MYO6|MYO9B|NEDD9|PDGFRA|RAC3|RAP1GDS1|RTKN|SPTAN1|TESK1|TJP1|TMOD1|IQGAP1|WASF1|TMSB10|TRIP10|CPNE6|STARD8|ARPC1B|BAIAP2|GAS2L1|TMSB15A|CORO1A|PALLD|KANK1|RHOQ|RND1|DBNL|TAGLN3|PARVB|F11R|ABI3|EVL|EPDR1|FNBP1L|ARHGAP17|CARMIL1|RHOJ|SHTN1|SETD3|CGNL1|SYDE1|FMNL3|SPECC1|SAMD14|FAM171A1|KCTD13|WIPF3,-7.213813995306667,0,34,0,0,-9.948018683200324,3.5954409941165606,
1,-8.25182374069499,GO:0003779,M1,1,0,GO Molecular Functions,21,actin binding,,-8.25182374069499,2.5105863375020077,6.802229192655807,30284,443,1307,48,3.672532517214996,0.5202595996043593,88|816|822|1627|1956|2037|2039|3208|3636|4131|4137|4646|4650|4846|6525|6709|6744|7111|7137|7145|8507|8826|8936|8941|9168|9275|10095|10634|11013|11151|22846|23022|23623|28988|29114|29780|51225|51466|57662|57698|64601|83988|84193|91010|92241|170954|201191|644150,ACTN2|CAMK2B|CAPG|DBN1|EGFR|EPB41L2|DMTN|HPCA|INPPL1|MAP1B|MAPT|MYO6|MYO9B|NOS3|SMTN|SPTAN1|ITPRID2|TMOD1|TNNI3|TNS1|ENC1|IQGAP1|WASF1|CDK5R2|TMSB10|BCL7B|ARPC1B|GAS2L1|TMSB15A|CORO1A|VASH1|PALLD|RUSC1|DBNL|TAGLN3|PARVB|ABI3|EVL|CAMSAP3|SHTN1|VPS16|NCALD|SETD3|FMNL3|RCSD1|PPP1R18|SAMD14|WIPF3,-6.046129900766246,0,34,0,0,-9.948018683200324,3.5954409941165606,
1,-7.031846127482144,GO:0015629,M1,1,0,GO Cellular Components,20,actin cytoskeleton,,-7.031846127482144,2.2296256730810873,6.065250038510698,30284,530,1307,51,3.9020657995409334,0.5356320140864121,88|822|1627|1809|2037|2039|3706|4646|4650|5829|5881|6242|6525|6709|7010|7082|7111|7137|8826|8936|9093|9423|9780|10095|10121|10360|10458|10518|10540|10634|11151|11258|23022|23433|25861|27289|28988|29114|29780|51466|55362|55604|55752|64759|79026|84952|92241|92521|115703|134265|201191,ACTN2|CAPG|DBN1|DPYSL3|EPB41L2|DMTN|ITPKA|MYO6|MYO9B|PXN|RAC3|RTKN|SMTN|SPTAN1|TEK|TJP1|TMOD1|TNNI3|IQGAP1|WASF1|DNAJA3|NTN1|PIEZO1|ARPC1B|ACTR1A|NPM3|BAIAP2|CIB2|DCTN2|GAS2L1|CORO1A|DCTN3|PALLD|RHOQ|WHRN|RND1|DBNL|TAGLN3|PARVB|EVL|TMEM63B|CARMIL1|SEPTIN11|TNS3|AHNAK|CGNL1|RCSD1|SPECC1|ARHGAP33|AFAP1L1|SAMD14,-5.0022435466090815,0,34,0,0,-9.948018683200324,3.5954409941165606,
1,-6.7894283475491495,GO:0007015,M1,1,0,GO Biological Processes,19,actin filament organization,19_GO:0009987 cellular process,-6.7894283475491495,2.7504692496958816,6.227064485062221,30284,278,1307,33,2.5248661055853097,0.4339386190480155,391|822|1627|1809|2013|2039|3636|3693|4646|4739|5881|7111|8826|8936|9168|10095|10458|10634|11013|11151|23433|27289|29114|51466|55114|55604|57381|57698|84952|201191|221061|253980|644150,RHOG|CAPG|DBN1|DPYSL3|EMP2|DMTN|INPPL1|ITGB5|MYO6|NEDD9|RAC3|TMOD1|IQGAP1|WASF1|TMSB10|ARPC1B|BAIAP2|GAS2L1|TMSB15A|CORO1A|RHOQ|RND1|TAGLN3|EVL|ARHGAP17|CARMIL1|RHOJ|SHTN1|CGNL1|SAMD14|FAM171A1|KCTD13|WIPF3,-4.804304038397589,0,34,0,0,-9.948018683200324,3.5954409941165606,
1,-5.9356246762998515,GO:0097435,M1,1,0,GO Biological Processes,19,supramolecular fiber organization,19_GO:0009987 cellular process,-5.9356246762998515,2.019807312849837,5.394829976325041,30284,608,1307,53,4.055087987758225,0.5455986934953303,88|391|822|1155|1627|1809|2013|2039|3636|3693|3925|3985|4137|4646|4739|4741|5156|5352|5881|5910|7111|7846|8826|8936|9118|9168|10095|10300|10409|10458|10634|11013|11075|11151|23189|23433|27289|29114|30001|51466|55114|55604|57381|57698|79187|81551|81565|84952|89927|201191|221061|253980|644150,ACTN2|RHOG|CAPG|TBCB|DBN1|DPYSL3|EMP2|DMTN|INPPL1|ITGB5|STMN1|LIMK2|MAPT|MYO6|NEDD9|NEFM|PDGFRA|PLOD2|RAC3|RAP1GDS1|TMOD1|TUBA1A|IQGAP1|WASF1|INA|TMSB10|ARPC1B|KATNB1|BASP1|BAIAP2|GAS2L1|TMSB15A|STMN2|CORO1A|KANK1|RHOQ|RND1|TAGLN3|ERO1A|EVL|ARHGAP17|CARMIL1|RHOJ|SHTN1|FSD1|STMN4|NDEL1|CGNL1|BMERB1|SAMD14|FAM171A1|KCTD13|WIPF3,-4.080471839892228,0,34,0,0,-9.948018683200324,3.5954409941165606,
1,-5.611821183570485,GO:0005884,M1,1,0,GO Cellular Components,20,actin filament,,-5.611821183570485,3.5954409941165606,5.948088566106254,30284,116,1307,18,1.3771996939556235,0.3223660738016319,88|1809|2039|4646|4650|5881|7010|7111|8826|9093|10634|11151|23022|23433|25861|55604|92241|92521,ACTN2|DPYSL3|DMTN|MYO6|MYO9B|RAC3|TEK|TMOD1|IQGAP1|DNAJA3|GAS2L1|CORO1A|PALLD|RHOQ|WHRN|CARMIL1|RCSD1|SPECC1,-3.808442850236443,0,34,0,0,-9.948018683200324,3.5954409941165606,
1,-3.952578798935623,GO:0051015,M1,1,0,GO Molecular Functions,21,actin filament binding,,-3.952578798935623,2.4390126041960296,4.433487155926836,30284,209,1307,22,1.6832440703902065,0.3558357044163828,88|822|1956|2039|4646|4650|6709|6744|7137|8826|10095|10634|11151|28988|29114|51225|57662|57698|64601|91010|92241|201191,ACTN2|CAPG|EGFR|DMTN|MYO6|MYO9B|SPTAN1|ITPRID2|TNNI3|IQGAP1|ARPC1B|GAS2L1|CORO1A|DBNL|TAGLN3|ABI3|CAMSAP3|SHTN1|VPS16|FMNL3|RCSD1|SAMD14,-2.413375409880796,0,34,0,0,-9.948018683200324,3.5954409941165606,
1,-9.424919505251173,GO:0032835,M1,1,0,GO Biological Processes,19,glomerulus development,19_GO:0032502 developmental process,-9.424919505251173,6.565008926294312,9.163809489205692,30284,60,1307,17,1.3006885998469777,0.31340500983868486,271|285|947|1906|1910|2828|3280|4208|4851|4853|5155|5156|7010|8826|10409|25937|28999,AMPD2|ANGPT2|CD34|EDN1|EDNRB|GPR4|HES1|MEF2C|NOTCH1|NOTCH2|PDGFB|PDGFRA|TEK|IQGAP1|BASP1|WWTR1|KLF15,-7.076912832644707,0,35,1,1,-9.424919505251173,7.317037812588088,
1,-9.052804177195332,GO:0061005,M1,1,0,GO Biological Processes,19,cell differentiation involved in kidney development,19_GO:0032502 developmental process,-9.052804177195332,7.240818668706964,9.189894930624428,30284,48,1307,15,1.1476664116296864,0.29462086820796596,271|947|1906|1910|2828|3280|4208|4851|4853|5155|6772|8826|10409|28999|84662,AMPD2|CD34|EDN1|EDNRB|GPR4|HES1|MEF2C|NOTCH1|NOTCH2|PDGFB|STAT1|IQGAP1|BASP1|KLF15|GLIS2,-6.762789451566553,0,35,0,0,-9.424919505251173,7.317037812588088,
1,-8.773755802724974,GO:0072001,M1,1,0,GO Biological Processes,19,renal system development,19_GO:0032502 developmental process,-8.773755802724974,2.905406863932574,7.265850497397674,30284,319,1307,40,3.06044376434583,0.47643638609182815,271|285|384|655|947|1497|1906|1910|2018|2246|2260|2263|2828|3280|3764|3911|4088|4091|4092|4208|4435|4774|4851|4853|5155|5156|6422|6659|6772|7010|8826|10409|11277|23129|25937|25976|28514|28999|64321|84662,AMPD2|ANGPT2|ARG2|BMP7|CD34|CTNS|EDN1|EDNRB|EMX2|FGF1|FGFR1|FGFR2|GPR4|HES1|KCNJ8|LAMA5|SMAD3|SMAD6|SMAD7|MEF2C|CITED1|NFIA|NOTCH1|NOTCH2|PDGFB|PDGFRA|SFRP1|SOX4|STAT1|TEK|IQGAP1|BASP1|TREX1|PLXND1|WWTR1|TIPARP|DLL1|KLF15|SOX17|GLIS2,-6.5064050617321385,0,35,0,0,-9.424919505251173,7.317037812588088,
1,-8.173723744949468,GO:0001822,M1,1,0,GO Biological Processes,19,kidney development,19_GO:0032502 developmental process,-8.173723744949468,2.858712825047944,6.963239700293593,30284,308,1307,38,2.9074215761285385,0.4647391164505436,271|285|384|655|947|1497|1906|1910|2246|2260|2263|2828|3280|3764|3911|4088|4091|4092|4208|4435|4851|4853|5155|5156|6422|6659|6772|7010|8826|10409|11277|23129|25937|25976|28514|28999|64321|84662,AMPD2|ANGPT2|ARG2|BMP7|CD34|CTNS|EDN1|EDNRB|FGF1|FGFR1|FGFR2|GPR4|HES1|KCNJ8|LAMA5|SMAD3|SMAD6|SMAD7|MEF2C|CITED1|NOTCH1|NOTCH2|PDGFB|PDGFRA|SFRP1|SOX4|STAT1|TEK|IQGAP1|BASP1|TREX1|PLXND1|WWTR1|TIPARP|DLL1|KLF15|SOX17|GLIS2,-5.980619032328745,0,35,0,0,-9.424919505251173,7.317037812588088,
1,-7.941438209005233,GO:0072073,M1,1,0,GO Biological Processes,19,kidney epithelium development,19_GO:0032502 developmental process,-7.941438209005233,3.888775340955907,7.353828377318955,30284,143,1307,24,1.836266258607498,0.37136893112583697,271|384|655|947|1497|1906|1910|2246|2260|2263|3280|3911|4088|4091|4092|4208|4435|4851|4853|6422|8826|10409|28514|28999,AMPD2|ARG2|BMP7|CD34|CTNS|EDN1|EDNRB|FGF1|FGFR1|FGFR2|HES1|LAMA5|SMAD3|SMAD6|SMAD7|MEF2C|CITED1|NOTCH1|NOTCH2|SFRP1|IQGAP1|BASP1|DLL1|KLF15,-5.778296719761953,0,35,0,0,-9.424919505251173,7.317037812588088,
1,-7.421361380883497,GO:0035850,M1,1,0,GO Biological Processes,19,epithelial cell differentiation involved in kidney development,19_GO:0032502 developmental process,-7.421361380883497,7.317037812588088,8.275263521968904,30284,38,1307,12,0.918133129303749,0.26382267886138777,271|947|1906|1910|2828|4208|4851|4853|5155|8826|10409|28999,AMPD2|CD34|EDN1|EDNRB|GPR4|MEF2C|NOTCH1|NOTCH2|PDGFB|IQGAP1|BASP1|KLF15,-5.32516668127083,0,35,0,0,-9.424919505251173,7.317037812588088,
1,-7.400017108338138,GO:0072006,M1,1,0,GO Biological Processes,19,nephron development,19_GO:0032502 developmental process,-7.400017108338138,3.779604638417252,7.0260280445628425,30284,141,1307,23,1.7597551644988523,0.36369141410105127,271|285|655|947|1497|1906|1910|2246|2828|3280|3911|4208|4435|4851|4853|5155|5156|7010|8826|10409|25937|28514|28999,AMPD2|ANGPT2|BMP7|CD34|CTNS|EDN1|EDNRB|FGF1|GPR4|HES1|LAMA5|MEF2C|CITED1|NOTCH1|NOTCH2|PDGFB|PDGFRA|TEK|IQGAP1|BASP1|WWTR1|DLL1|KLF15,-5.311204362348071,0,35,0,0,-9.424919505251173,7.317037812588088,
1,-4.901484474217109,GO:0072010,M1,1,0,GO Biological Processes,19,glomerular epithelium development,19_GO:0032502 developmental process,-4.901484474217109,6.865368811811045,6.475522350215951,30284,27,1307,8,0.612088752869166,0.2157427387853013,271|947|1906|1910|4853|8826|10409|28999,AMPD2|CD34|EDN1|EDNRB|NOTCH2|IQGAP1|BASP1|KLF15,-3.2115865846302896,0,35,0,0,-9.424919505251173,7.317037812588088,
1,-4.645147821917175,GO:0072009,M1,1,0,GO Biological Processes,19,nephron epithelium development,19_GO:0032502 developmental process,-4.645147821917175,3.33990915169186,5.245196595995201,30284,111,1307,16,1.224177505738332,0.30416534484897895,271|947|1497|1906|1910|2246|3280|3911|4208|4435|4851|4853|8826|10409|28514|28999,AMPD2|CD34|CTNS|EDN1|EDNRB|FGF1|HES1|LAMA5|MEF2C|CITED1|NOTCH1|NOTCH2|IQGAP1|BASP1|DLL1|KLF15,-3.008345610063739,0,35,0,0,-9.424919505251173,7.317037812588088,
1,-4.4366575867244205,GO:0061318,M1,1,0,GO Biological Processes,19,renal filtration cell differentiation,19_GO:0032502 developmental process,-4.4366575867244205,7.0519277469146076,6.1663269246888675,30284,23,1307,7,0.5355776587605203,0.20188651665314783,271|1906|1910|4853|8826|10409|28999,AMPD2|EDN1|EDNRB|NOTCH2|IQGAP1|BASP1|KLF15,-2.8242001991910857,0,35,0,0,-9.424919505251173,7.317037812588088,
1,-4.4366575867244205,GO:0072112,M1,1,0,GO Biological Processes,19,podocyte differentiation,19_GO:0032502 developmental process,-4.4366575867244205,7.0519277469146076,6.1663269246888675,30284,23,1307,7,0.5355776587605203,0.20188651665314783,271|1906|1910|4853|8826|10409|28999,AMPD2|EDN1|EDNRB|NOTCH2|IQGAP1|BASP1|KLF15,-2.8242001991910857,0,35,0,0,-9.424919505251173,7.317037812588088,
1,-4.303357025795835,GO:0072311,M1,1,0,GO Biological Processes,19,glomerular epithelial cell differentiation,19_GO:0032502 developmental process,-4.303357025795835,6.7580974241264995,5.993226612908436,30284,24,1307,7,0.5355776587605203,0.20188651665314783,271|1906|1910|4853|8826|10409|28999,AMPD2|EDN1|EDNRB|NOTCH2|IQGAP1|BASP1|KLF15,-2.713860593065935,0,35,0,0,-9.424919505251173,7.317037812588088,
1,-8.898874265301437,GO:0051056,M1,1,0,GO Biological Processes,19,regulation of small GTPase mediated signal transduction,19_GO:0050896 response to stimulus,-8.898874265301437,2.982356996219897,7.365303655889385,30284,303,1307,39,2.9839326702371842,0.4706288528076388,394|604|1435|2056|2064|2828|3925|4650|4851|4853|5364|5662|6494|7010|9138|9754|10276|10672|10928|10982|22899|23189|25791|28964|50848|54922|55114|57142|57493|57514|57568|57572|57636|64759|81848|84952|85360|115557|253980,ARHGAP5|BCL6|CSF1|EPO|ERBB2|GPR4|STMN1|MYO9B|NOTCH1|NOTCH2|PLXNB1|PSD|SIPA1|TEK|ARHGEF1|STARD8|NET1|GNA13|RALBP1|MAPRE2|ARHGEF15|KANK1|NGEF|GIT1|F11R|RASIP1|ARHGAP17|RTN4|HEG1|ARHGAP31|SIPA1L2|DOCK6|ARHGAP23|TNS3|SPRY4|CGNL1|SYDE1|ARHGEF25|KCTD13,-6.624099506229395,0,36,1,1,-8.898874265301437,4.96513280139906,
1,-6.131905823354425,GO:0035023,M1,1,0,GO Biological Processes,19,regulation of Rho protein signal transduction,19_GO:0050896 response to stimulus,-6.131905823354425,4.310812974858099,6.52988173079539,30284,86,1307,16,1.224177505738332,0.30416534484897895,604|2064|2828|3925|4650|5364|7010|9754|10276|10928|23189|50848|54922|57493|57572|253980,BCL6|ERBB2|GPR4|STMN1|MYO9B|PLXNB1|TEK|STARD8|NET1|RALBP1|KANK1|F11R|RASIP1|HEG1|DOCK6|KCTD13,-4.22564236592987,0,36,0,0,-8.898874265301437,4.96513280139906,
1,-5.234676212126858,GO:0051057,M1,1,0,GO Biological Processes,19,positive regulation of small GTPase mediated signal transduction,19_GO:0048518 positive regulation of biological process,-5.234676212126858,4.429677303208965,6.01311848581865,30284,68,1307,13,0.9946442234123948,0.27448930839081137,1435|2056|2064|2828|4851|4853|5364|7010|10276|10982|50848|57142|64759,CSF1|EPO|ERBB2|GPR4|NOTCH1|NOTCH2|PLXNB1|TEK|NET1|MAPRE2|F11R|RTN4|TNS3,-3.492040559454357,0,36,0,0,-8.898874265301437,4.96513280139906,
1,-2.973800654871688,GO:0035025,M1,1,0,GO Biological Processes,19,positive regulation of Rho protein signal transduction,19_GO:0048518 positive regulation of biological process,-2.973800654871688,4.96513280139906,4.458015036755876,30284,28,1307,6,0.4590665646518745,0.18698246986149766,2064|2828|5364|7010|10276|50848,ERBB2|GPR4|PLXNB1|TEK|NET1|F11R,-1.6323909873184523,0,36,0,0,-8.898874265301437,4.96513280139906,
1,-8.78702320567081,GO:0031966,M1,1,0,GO Cellular Components,20,mitochondrial membrane,,-8.78702320567081,2.127914057742454,6.795690080849539,30284,784,1307,72,5.508798775822494,0.6310828027484388,211|498|509|514|666|740|1347|1348|1374|1376|1593|2232|2852|3099|3162|4714|4715|4720|4725|5138|5625|5832|6392|7351|7384|7419|8303|8936|9429|9551|10651|10730|10981|11145|23111|23464|26056|26284|27429|28958|28978|29796|51079|51081|51116|51649|51703|54460|54539|54902|54996|55326|58472|60558|64112|64756|64949|65055|65993|80219|81542|81855|81890|84275|84545|113829|115286|116151|124995|128308|389203|100131801,ALAS1|ATP5F1A|ATP5F1C|ATP5F1E|BOK|MRPL49|COX7A2|COX7A2P2|CPT1A|CPT2|CYP27A1|FDXR|GPER1|HK2|HMOX1|NDUFB8|NDUFB9|NDUFS2|NDUFS5|PDE2A|PRODH|ALDH18A1|SDHD|UCP2|UQCRC1|VDAC3|SNN|WASF1|ABCG2|ATP5MF|MTX2|YME1L1|RAB32|PLAAT3|SPART|GCAT|RAB11FIP5|ERAL1|HTRA2|COA3|TMEM14A|UQCR10|NDUFA13|MRPS7|MRPS2|MRPS23|ACSL5|MRPS21|NDUFB11|TTC19|MTARC2|AGPAT5|SQOR|GUF1|MOAP1|ATPAF1|MRPS26|REEP1|MRPS34|COQ10B|TMX1|SFXN3|QTRT1|SLC25A33|MRPL43|SLC35A4|SLC25A26|FAM210B|MRPL10|MRPL55|SMIM20|PET100,-6.5159763191180105,0,37,1,1,-8.78702320567081,2.2895869308164305,
1,-7.411908046524758,GO:0019866,M1,1,0,GO Cellular Components,20,organelle inner membrane,,-7.411908046524758,2.2303270337835355,6.246923798596057,30284,561,1307,54,4.131599081866871,0.5505021684795544,211|498|509|514|666|740|1347|1348|1376|1593|2232|4088|4714|4715|4720|4725|5138|5625|5832|6392|7351|7384|9551|10204|10651|10730|23464|26092|26284|28958|29796|51079|51081|51116|51649|54460|54539|54902|58472|60558|64756|64949|65993|80219|81855|84275|84545|113829|115286|124995|128308|151188|389203|100131801,ALAS1|ATP5F1A|ATP5F1C|ATP5F1E|BOK|MRPL49|COX7A2|COX7A2P2|CPT2|CYP27A1|FDXR|SMAD3|NDUFB8|NDUFB9|NDUFS2|NDUFS5|PDE2A|PRODH|ALDH18A1|SDHD|UCP2|UQCRC1|ATP5MF|NUTF2|MTX2|YME1L1|GCAT|TOR1AIP1|ERAL1|COA3|UQCR10|NDUFA13|MRPS7|MRPS2|MRPS23|MRPS21|NDUFB11|TTC19|SQOR|GUF1|ATPAF1|MRPS26|MRPS34|COQ10B|SFXN3|SLC25A33|MRPL43|SLC35A4|SLC25A26|MRPL10|MRPL55|ARL6IP6|SMIM20|PET100,-5.3185414664783295,0,37,0,0,-8.78702320567081,2.2895869308164305,
1,-7.265801813432519,GO:0005743,M1,1,0,GO Cellular Components,20,mitochondrial inner membrane,,-7.265801813432519,2.2895869308164305,6.212818272033331,30284,506,1307,50,3.8255547054322876,0.5305658091524574,211|498|509|514|666|740|1347|1348|1376|1593|2232|4714|4715|4720|4725|5138|5625|5832|6392|7351|7384|9551|10651|10730|23464|26284|28958|29796|51079|51081|51116|51649|54460|54539|54902|58472|60558|64756|64949|65993|80219|81855|84275|84545|113829|115286|124995|128308|389203|100131801,ALAS1|ATP5F1A|ATP5F1C|ATP5F1E|BOK|MRPL49|COX7A2|COX7A2P2|CPT2|CYP27A1|FDXR|NDUFB8|NDUFB9|NDUFS2|NDUFS5|PDE2A|PRODH|ALDH18A1|SDHD|UCP2|UQCRC1|ATP5MF|MTX2|YME1L1|GCAT|ERAL1|COA3|UQCR10|NDUFA13|MRPS7|MRPS2|MRPS23|MRPS21|NDUFB11|TTC19|SQOR|GUF1|ATPAF1|MRPS26|MRPS34|COQ10B|SFXN3|SLC25A33|MRPL43|SLC35A4|SLC25A26|MRPL10|MRPL55|SMIM20|PET100,-5.203030869306803,0,37,0,0,-8.78702320567081,2.2895869308164305,
1,-6.896654234821255,GO:0005759,M1,1,0,GO Cellular Components,20,mitochondrial matrix,,-6.896654234821255,2.227944205755988,5.99853489671017,30284,520,1307,50,3.8255547054322876,0.5305658091524574,211|384|498|509|514|708|740|1593|1666|1716|1743|1892|2109|2232|2639|2731|2806|3420|3421|3712|4191|4714|4720|5138|5166|5625|5832|7084|7157|8508|8801|9093|10247|26284|50808|51081|51116|51649|54460|54936|60314|60558|64087|64949|65993|84532|84545|124995|128308|137872,ALAS1|ARG2|ATP5F1A|ATP5F1C|ATP5F1E|C1QBP|MRPL49|CYP27A1|DECR1|DGUOK|DLST|ECHS1|ETFB|FDXR|GCDH|GLDC|GOT2|IDH3B|IDH3G|IVD|MDH2|NDUFB8|NDUFS2|PDE2A|PDK4|PRODH|ALDH18A1|TK2|TP53|NIPSNAP1|SUCLG2|DNAJA3|RIDA|ERAL1|AK3|MRPS7|MRPS2|MRPS23|MRPS21|ADPRS|MYG1|GUF1|MCCC2|MRPS26|MRPS34|ACSS1|MRPL43|MRPL10|MRPL55|ADHFE1,-4.889859946437899,0,37,0,0,-8.78702320567081,2.2895869308164305,
1,-8.59762381003097,GO:0022604,M1,1,0,GO Biological Processes,19,regulation of cell morphogenesis,19_GO:0032502 developmental process,-8.59762381003097,3.189478020871731,7.337892091847631,30284,247,1307,34,2.6013771996939554,0.4402914773534402,391|816|1436|1627|1742|2039|2242|3689|3706|3791|4343|5028|5364|5365|5881|6860|7779|8322|9362|10458|10672|11151|23129|23189|23433|25805|29780|50848|56965|57194|57381|91010|114804|221061,RHOG|CAMK2B|CSF1R|DBN1|DLG4|DMTN|FES|ITGB2|ITPKA|KDR|MOV10|P2RY1|PLXNB1|PLXNB3|RAC3|SYT4|SLC30A1|FZD4|CPNE6|BAIAP2|GNA13|CORO1A|PLXND1|KANK1|RHOQ|BAMBI|PARVB|F11R|PARP6|ATP10A|RHOJ|FMNL3|RNF157|FAM171A1,-6.339998654634612,0,38,1,1,-8.59762381003097,3.667292332927843,
1,-6.868411253381676,GO:0008360,M1,1,0,GO Biological Processes,19,regulation of cell shape,19_GO:0032502 developmental process,-6.868411253381676,3.667292332927843,6.693925958161957,30284,139,1307,22,1.6832440703902065,0.3558357044163828,391|1436|2039|2242|3689|3791|5028|5364|5365|5881|10458|10672|11151|23129|23433|25805|29780|50848|57194|57381|91010|221061,RHOG|CSF1R|DMTN|FES|ITGB2|KDR|P2RY1|PLXNB1|PLXNB3|RAC3|BAIAP2|GNA13|CORO1A|PLXND1|RHOQ|BAMBI|PARVB|F11R|ATP10A|RHOJ|FMNL3|FAM171A1,-4.869622619922833,0,38,0,0,-8.59762381003097,3.667292332927843,
